ts,lat,lon,time
1772157288443,34.086565,-118.005285,2026-02-27 01:54:48.443
1772157468350,34.086565,-118.005285,2026-02-27 01:57:48.350
1772157741546,34.086565,-118.005285,2026-02-27 02:02:21.546
1772157921361,34.086565,-118.005285,2026-02-27 02:05:21.361
1772158219655,34.086565,-118.005285,2026-02-27 02:10:19.655
1772158399470,34.086565,-118.005285,2026-02-27 02:13:19.470
1772158579189,34.086565,-118.005285,2026-02-27 02:16:19.189
1772158759925,34.086565,-118.005285,2026-02-27 02:19:19.925
1772158939754,34.086566,-118.005285,2026-02-27 02:22:19.754
1772159119454,34.086565,-118.005285,2026-02-27 02:25:19.454
1772159299372,34.086565,-118.005285,2026-02-27 02:28:19.372
1772159479292,34.086565,-118.005285,2026-02-27 02:31:19.292
1772159660006,34.086565,-118.005285,2026-02-27 02:34:20.006
1772159839928,34.086565,-118.005285,2026-02-27 02:37:19.928
1772160019765,34.086565,-118.005285,2026-02-27 02:40:19.765
1772160199579,34.086565,-118.005285,2026-02-27 02:43:19.579
1772160379499,34.086565,-118.005285,2026-02-27 02:46:19.499
1772160559410,34.086565,-118.005285,2026-02-27 02:49:19.410
1772160739192,34.086554,-118.00525,2026-02-27 02:52:19.192
1772160919852,34.086563,-118.005251,2026-02-27 02:55:19.852
1772161099494,34.086562,-118.00525,2026-02-27 02:58:19.494
1772161279097,34.086538,-118.005246,2026-02-27 03:01:19.097
1772161459934,34.086539,-118.005246,2026-02-27 03:04:19.934
1772161639750,34.086538,-118.005246,2026-02-27 03:07:19.750
1772161819558,34.086539,-118.005246,2026-02-27 03:10:19.558
1772161999488,34.086538,-118.005246,2026-02-27 03:13:19.488
1772162179295,34.086538,-118.005246,2026-02-27 03:16:19.295
1772162446363,34.086538,-118.005246,2026-02-27 03:20:46.363
1772162626280,34.086538,-118.005246,2026-02-27 03:23:46.280
1772162963553,34.086555,-118.005236,2026-02-27 03:29:23.553
1772163143407,34.086563,-118.005255,2026-02-27 03:32:23.407
1772163323138,34.086552,-118.005262,2026-02-27 03:35:23.138
1772163503048,34.086574,-118.005279,2026-02-27 03:38:23.048
1772163771344,34.086544,-118.005225,2026-02-27 03:42:51.344
1772163951040,34.08659,-118.005307,2026-02-27 03:45:51.040
1772164223019,34.086588,-118.005312,2026-02-27 03:50:23.019
1772164402738,34.086603,-118.005299,2026-02-27 03:53:22.738
1772164716798,34.086602,-118.005323,2026-02-27 03:58:36.798
1772164896445,34.086593,-118.005323,2026-02-27 04:01:36.445
1772165169518,34.086619,-118.005335,2026-02-27 04:06:09.518
1772165349232,34.086539,-118.005221,2026-02-27 04:09:09.232
1772165530216,34.08654,-118.005229,2026-02-27 04:12:10.216
1772165709991,34.086549,-118.00524,2026-02-27 04:15:09.991
1772165889806,34.08654,-118.005207,2026-02-27 04:18:09.806
1772166069626,34.086527,-118.005256,2026-02-27 04:21:09.626
1772166249341,34.086533,-118.005239,2026-02-27 04:24:09.341
1772166430138,34.086536,-118.005267,2026-02-27 04:27:10.138
1772166609918,34.086592,-118.005295,2026-02-27 04:30:09.918
1772166789714,34.086595,-118.005269,2026-02-27 04:33:09.714
1772166969276,34.086596,-118.005261,2026-02-27 04:36:09.276
1772167149932,34.086596,-118.00526,2026-02-27 04:39:09.932
1772167329599,34.086613,-118.005293,2026-02-27 04:42:09.599
1772167509357,34.086607,-118.005303,2026-02-27 04:45:09.357
1772167689931,34.086604,-118.005312,2026-02-27 04:48:09.931
1772167869791,34.086609,-118.005301,2026-02-27 04:51:09.791
1772168049343,34.086609,-118.005304,2026-02-27 04:54:09.343
1772168229920,34.086632,-118.005308,2026-02-27 04:57:09.920
1772168409692,34.086637,-118.005309,2026-02-27 05:00:09.692
1772168589412,34.086637,-118.005309,2026-02-27 05:03:09.412
1772168769217,34.086603,-118.005296,2026-02-27 05:06:09.217
1772168949847,34.086617,-118.005298,2026-02-27 05:09:09.847
1772169129573,34.086623,-118.00529,2026-02-27 05:12:09.573
1772169309192,34.086603,-118.005304,2026-02-27 05:15:09.192
1772169489815,34.086633,-118.005285,2026-02-27 05:18:09.815
1772169669458,34.086607,-118.005282,2026-02-27 05:21:09.458
1772169849357,34.0866,-118.00528,2026-02-27 05:24:09.357
1772170029169,34.0866,-118.00528,2026-02-27 05:27:09.169
1772170210018,34.0866,-118.00528,2026-02-27 05:30:10.018
1772170389926,34.0866,-118.00528,2026-02-27 05:33:09.926
1772170569742,34.0866,-118.00528,2026-02-27 05:36:09.742
1772170749831,34.0866,-118.00528,2026-02-27 05:39:09.831
1772171030966,34.0866,-118.00528,2026-02-27 05:43:50.966
1772171210669,34.086571,-118.005284,2026-02-27 05:46:50.669
1772171528121,34.086583,-118.005272,2026-02-27 05:52:08.121
1772171708031,34.086585,-118.00527,2026-02-27 05:55:08.031
1772171888829,34.086587,-118.005268,2026-02-27 05:58:08.829
1772172068691,34.086589,-118.005266,2026-02-27 06:01:08.691
1772172248509,34.08659,-118.005265,2026-02-27 06:04:08.509
1772172428440,34.086591,-118.005264,2026-02-27 06:07:08.440
1772172608244,34.086592,-118.005263,2026-02-27 06:10:08.244
1772172788060,34.086592,-118.005263,2026-02-27 06:13:08.060
1772172967931,34.086593,-118.005262,2026-02-27 06:16:07.931
1772173148746,34.086593,-118.005262,2026-02-27 06:19:08.746
1772173328730,34.086594,-118.005261,2026-02-27 06:22:08.730
1772173508538,34.086594,-118.005261,2026-02-27 06:25:08.538
1772173688360,34.086594,-118.005261,2026-02-27 06:28:08.360
1772173868215,34.086595,-118.00526,2026-02-27 06:31:08.215
1772174048305,34.086595,-118.00526,2026-02-27 06:34:08.305
1772174228770,34.086595,-118.00526,2026-02-27 06:37:08.770
1772174408550,34.086595,-118.00526,2026-02-27 06:40:08.550
1772174588159,34.086596,-118.005259,2026-02-27 06:43:08.159
1772174767896,34.086586,-118.005268,2026-02-27 06:46:07.896
1772174948490,34.086602,-118.005303,2026-02-27 06:49:08.490
1772175128165,34.086585,-118.005262,2026-02-27 06:52:08.165
1772175308120,34.086551,-118.005298,2026-02-27 06:55:08.120
1772175487963,34.086551,-118.005298,2026-02-27 06:58:07.963
1772175668719,34.086552,-118.005286,2026-02-27 07:01:08.719
1772175848394,34.08654,-118.005287,2026-02-27 07:04:08.394
1772176028117,34.086531,-118.005301,2026-02-27 07:07:08.117
1772176207815,34.086524,-118.005292,2026-02-27 07:10:07.815
1772176388464,34.086519,-118.005298,2026-02-27 07:13:08.464
1772176568193,34.086548,-118.005294,2026-02-27 07:16:08.193
1772176748109,34.086548,-118.005294,2026-02-27 07:19:08.109
1772176927929,34.086548,-118.005294,2026-02-27 07:22:07.929
1772177108695,34.086548,-118.005294,2026-02-27 07:25:08.695
1772177288673,34.086548,-118.005294,2026-02-27 07:28:08.673
1772177468504,34.086548,-118.005294,2026-02-27 07:31:08.504
1772177648284,34.08654,-118.005291,2026-02-27 07:34:08.284
1772177828139,34.086535,-118.005287,2026-02-27 07:37:08.139
1772178008061,34.086535,-118.005287,2026-02-27 07:40:08.061
1772178187876,34.086535,-118.005287,2026-02-27 07:43:07.876
1772178368683,34.086535,-118.005287,2026-02-27 07:46:08.683
